"id","state","name"
"US1TXFB0025","Texas","TX SUGAR LAND"
"US1TXFB0027","Texas","TX SUGAR LAND"
"US1TXFB0028","Texas","TX MISSOURI CITY"
"US1TXFB0030","Texas","TX KATY"
"US1TXFB0032","Texas","TX FULSHEAR"
"US1TXFB0040","Texas","TX SUGAR LAND"
"US1TXFB0042","Texas","TX RICHMOND"
"US1TXFB0043","Texas","TX MISSOURI CITY"
"US1TXFB0044","Texas","TX MISSOURI CITY"
"US1TXFB0051","Texas","TX RICHMOND"
"US1TXFB0053","Texas","TX KATY"
"US1TXFB0054","Texas","TX MISSOURI CITY"
"US1TXFB0055","Texas","TX MISSOURI CITY"
"US1TXFB0063","Texas","TX RICHMOND"
"US1TXFB0070","Texas","TX MISSOURI CITY"
"US1TXFB0073","Texas","TX RICHMOND"
"US1TXFB0077","Texas","TX RICHMOND"
"US1TXFD0001","Texas","TX CROWELL"
"US1TXFL0001","Texas","TX LOCKNEY"
"US1TXFL0002","Texas","TX SOUTH PLAINS"
"US1TXFN0001","Texas","TX SAVOY"
"US1TXFN0002","Texas","TX RAVENNA"
"US1TXFN0003","Texas","TX BONHAM"
"US1TXFN0005","Texas","TX DODD CITY"
"US1TXFN0007","Texas","TX TRENTON"
"US1TXFR0001","Texas","TX PEARSALL"
"US1TXFR0002","Texas","TX PEARSALL"
"US1TXFR0005","Texas","TX PEARSALL"
"US1TXFR0006","Texas","TX PEARSALL"
"US1TXFR0007","Texas","TX BIGFOOT"
"US1TXFR0010","Texas","TX PEARSALL"
"US1TXFR0012","Texas","TX DILLEY"
"US1TXFR0013","Texas","TX PEARSALL"
"US1TXFS0001","Texas","TX HAMLIN"
"US1TXFS0002","Texas","TX MCCAULLEY"
"US1TXFS0004","Texas","TX SYLVESTER"
"US1TXFS0006","Texas","TX HAMLIN"
"US1TXFS0007","Texas","TX ROTAN"
"US1TXFT0001","Texas","TX OAKWOOD"
"US1TXFY0001","Texas","TX SMITHVILLE"
"US1TXFY0002","Texas","TX ROUND TOP"
"US1TXFY0003","Texas","TX LA GRANGE"
"US1TXFY0008","Texas","TX FLATONIA"
"US1TXFY0009","Texas","TX FLATONIA"
"US1TXFY0030","Texas","TX LA GRANGE"
"US1TXFY0032","Texas","TX FLATONIA"
"US1TXFY0033","Texas","TX FAYETTEVILLE"
"US1TXFY0035","Texas","TX ROUND TOP"
"US1TXFY0036","Texas","TX LA GRANGE"
"US1TXFY0037","Texas","TX MULDOON"
"US1TXFY0038","Texas","TX SCHULENBURG"
"US1TXFY0042","Texas","TX LA GRANGE"
"US1TXFY0047","Texas","TX WEST POINT"
"US1TXFY0050","Texas","TX LA GRANGE"
"US1TXFY0052","Texas","TX LA GRANGE"
"US1TXFY0053","Texas","TX LA GRANGE"
"US1TXFY0054","Texas","TX FLATONIA"
"US1TXFY0055","Texas","TX LA GRANGE"
"US1TXFY0056","Texas","TX SCHULENBURG"
"US1TXGA0005","Texas","TX VAN ALSTYNE"
"US1TXGA0007","Texas","TX DENISON"
"US1TXGA0008","Texas","TX SHERMAN"
"US1TXGA0009","Texas","TX POTTSBORO"
"US1TXGA0010","Texas","TX SADLER"
"US1TXGA0011","Texas","TX WHITEWRIGHT"
"US1TXGA0014","Texas","TX SHERMAN"
"US1TXGA0015","Texas","TX GORDONVILLE"
"US1TXGA0016","Texas","TX POTTSBORO"
"US1TXGA0017","Texas","TX VAN ALSTYNE"
"US1TXGA0019","Texas","TX SHERMAN"
"US1TXGA0020","Texas","TX SHERMAN"
"US1TXGA0023","Texas","TX SOUTHMAYD"
"US1TXGA0025","Texas","TX DENISON"
"US1TXGA0026","Texas","TX GORDONVILLE"
"US1TXGA0027","Texas","TX HOWE"
"US1TXGA0029","Texas","TX SHERMAN"
"US1TXGA0030","Texas","TX HOWE"
"US1TXGA0032","Texas","TX VAN ALSTYNE"
"US1TXGA0034","Texas","TX BELLS"
"US1TXGA0035","Texas","TX HOWE"
"US1TXGA0036","Texas","TX TIOGA"
"US1TXGA0037","Texas","TX DENISON"
"US1TXGA0038","Texas","TX SHERMAN"
"US1TXGA0039","Texas","TX GORDONVILLE"
"US1TXGA0040","Texas","TX POTTSBORO"
"US1TXGA0042","Texas","TX SHERMAN"
"US1TXGA0043","Texas","TX SHERMAN"
"US1TXGA0044","Texas","TX SADLER"
"US1TXGA0047","Texas","TX WHITESBORO"
"US1TXGD0001","Texas","TX VICTORIA"
"US1TXGD0003","Texas","TX GOLIAD"
"US1TXGD0004","Texas","TX GOLIAD"
"US1TXGD0005","Texas","TX GOLIAD"
"US1TXGD0006","Texas","TX GOLIAD"
"US1TXGD0008","Texas","TX GOLIAD"
"US1TXGD0009","Texas","TX GOLIAD"
"US1TXGD0012","Texas","TX GOLIAD"
"US1TXGD0015","Texas","TX WESER"
"US1TXGD0016","Texas","TX BEEVILLE"
"US1TXGD0017","Texas","TX GOLIAD"
"US1TXGD0018","Texas","TX GOLIAD"
"US1TXGD0019","Texas","TX GOLIAD"
"US1TXGD0022","Texas","TX VICTORIA"
"US1TXGD0024","Texas","TX BERCLAIR"
"US1TXGD0025","Texas","TX GOLIAD"
"US1TXGD0027","Texas","TX GOLIAD"
"US1TXGD0028","Texas","TX GOLIAD"
"US1TXGD0031","Texas","TX GOLIAD"
"US1TXGG0002","Texas","TX LONGVIEW"
"US1TXGG0005","Texas","TX LONGVIEW"
"US1TXGG0007","Texas","TX LONGVIEW"
"US1TXGG0008","Texas","TX LONGVIEW"
"US1TXGG0010","Texas","TX GLADEWATER"
"US1TXGG0014","Texas","TX KILGORE"
"US1TXGG0015","Texas","TX LONGVIEW"
"US1TXGL0001","Texas","TX GARDEN CITY"
"US1TXGL0002","Texas","TX GARDEN CITY"
"US1TXGM0001","Texas","TX IOLA"
"US1TXGM0003","Texas","TX IOLA"
"US1TXGM0007","Texas","TX IOLA"
"US1TXGM0008","Texas","TX ANDERSON"
"US1TXGN0001","Texas","TX SEMINOLE"
"US1TXGP0001","Texas","TX NEW BRAUNFELS"
"US1TXGP0002","Texas","TX MCQUEENEY"
"US1TXGP0005","Texas","TX SCHERTZ"
"US1TXGP0007","Texas","TX MARION"
"US1TXGP0012","Texas","TX SEGUIN"
"US1TXGP0013","Texas","TX SEGUIN"
"US1TXGP0014","Texas","TX NEW BERLIN"
"US1TXGP0016","Texas","TX KINGSBURY"
"US1TXGP0017","Texas","TX MCQUEENEY"
"US1TXGP0019","Texas","TX MCQUEENEY"
"US1TXGP0021","Texas","TX SEGUIN"
"US1TXGP0022","Texas","TX SEGUIN"
"US1TXGP0023","Texas","TX SEGUIN"
"US1TXGP0024","Texas","TX CIBOLO"
"US1TXGP0025","Texas","TX SEGUIN"
"US1TXGP0029","Texas","TX SCHERTZ"
"US1TXGP0031","Texas","TX NEW BRAUNFELS"
"US1TXGP0033","Texas","TX SEGUIN"
"US1TXGP0034","Texas","TX MCQUEENEY"
"US1TXGP0036","Texas","TX LULING"
"US1TXGP0037","Texas","TX KINGSBURY"
"US1TXGP0039","Texas","TX SAN MARCOS"
"US1TXGP0040","Texas","TX KINGSBURY"
"US1TXGP0041","Texas","TX SCHERTZ"
"US1TXGP0042","Texas","TX SEGUIN"
"US1TXGP0043","Texas","TX SCHERTZ"
"US1TXGP0045","Texas","TX SEGUIN"
"US1TXGP0048","Texas","TX SEGUIN"
"US1TXGP0052","Texas","TX CIBOLO"
"US1TXGP0053","Texas","TX NEW BRAUNFELS"
"US1TXGP0054","Texas","TX SEGUIN"
"US1TXGP0056","Texas","TX SEGUIN"
"US1TXGP0057","Texas","TX SEGUIN"
"US1TXGP0058","Texas","TX KINGSBURY"
"US1TXGP0062","Texas","TX NEW BRAUNFELS"
"US1TXGP0063","Texas","TX SEGUIN"
"US1TXGP0064","Texas","TX SEGUIN"
"US1TXGP0068","Texas","TX CIBOLO"
"US1TXGP0071","Texas","TX SCHERTZ"
"US1TXGP0072","Texas","TX MARION"
"US1TXGP0073","Texas","TX SCHERTZ"
"US1TXGP0079","Texas","TX STAPLES"
"US1TXGP0082","Texas","TX NEW BRAUNFELS"
"US1TXGP0083","Texas","TX MCQUEENEY"
"US1TXGP0084","Texas","TX SEGUIN"
"US1TXGP0086","Texas","TX SEGUIN"
"US1TXGP0087","Texas","TX SEGUIN"
"US1TXGP0088","Texas","TX SAN MARCOS"
"US1TXGP0091","Texas","TX CIBOLO"
"US1TXGP0092","Texas","TX MARION"
"US1TXGP0093","Texas","TX NEW BRAUNFELS"
"US1TXGP0097","Texas","TX SEGUIN"
"US1TXGP0099","Texas","TX SEGUIN"
"US1TXGP0101","Texas","TX NEW BRAUNFELS"
"US1TXGP0103","Texas","TX LA VERNIA"
"US1TXGP0107","Texas","TX SEGUIN"
"US1TXGP0111","Texas","TX SCHERTZ"
"US1TXGP0114","Texas","TX SEGUIN"
"US1TXGP0116","Texas","TX MARION"
"US1TXGP0117","Texas","TX SAN MARCOS"
"US1TXGP0118","Texas","TX CIBOLO"
"US1TXGP0120","Texas","TX SCHERTZ"
"US1TXGP0121","Texas","TX KINGSBURY"
"US1TXGP0123","Texas","TX SEGUIN"
"US1TXGP0124","Texas","TX SEGUIN"
"US1TXGP0126","Texas","TX NEW BRAUNFELS"
"US1TXGP0127","Texas","TX SEGUIN"
"US1TXGP0129","Texas","TX SEGUIN"
"US1TXGP0134","Texas","TX SEGUIN"
"US1TXGP0135","Texas","TX SEGUIN"
"US1TXGP0138","Texas","TX NEW BRAUNFELS"
"US1TXGP0139","Texas","TX NEW BRAUNFELS"
"US1TXGP0142","Texas","TX SEGUIN"
"US1TXGP0143","Texas","TX SEGUIN"
"US1TXGP0145","Texas","TX NEW BRAUNFELS"
"US1TXGP0148","Texas","TX SEGUIN"
"US1TXGR0002","Texas","TX JUSTICEBURG"
"US1TXGS0003","Texas","TX HARPER"
"US1TXGS0006","Texas","TX KERRVILLE"
"US1TXGS0007","Texas","TX HARPER"
"US1TXGS0008","Texas","TX KERRVILLE"
"US1TXGS0009","Texas","TX FREDERICKSBURG"
"US1TXGS0010","Texas","TX KERRVILLE"
"US1TXGS0011","Texas","TX HARPER"
"US1TXGS0012","Texas","TX HARPER"
"US1TXGS0015","Texas","TX STONEWALL"
"US1TXGS0016","Texas","TX FREDERICKSBURG"
"US1TXGS0017","Texas","TX FREDERICKSBURG"
"US1TXGS0018","Texas","TX FREDERICKSBURG"
"US1TXGS0020","Texas","TX HARPER"
"US1TXGS0021","Texas","TX FREDERICKSBURG"
"US1TXGS0022","Texas","TX FREDERICKSBURG"
"US1TXGS0024","Texas","TX WILLOW CITY"
"US1TXGS0025","Texas","TX WILLOW CITY"
"US1TXGS0026","Texas","TX FREDERICKSBURG"
"US1TXGS0028","Texas","TX WILLOW CITY"
"US1TXGS0030","Texas","TX FREDERICKSBURG"
"US1TXGS0031","Texas","TX FREDERICKSBURG"
"US1TXGS0032","Texas","TX FREDERICKSBURG"
"US1TXGS0033","Texas","TX FREDERICKSBURG"
"US1TXGS0034","Texas","TX FREDERICKSBURG"
"US1TXGS0037","Texas","TX FREDERICKSBURG"
"US1TXGS0038","Texas","TX HARPER"
"US1TXGS0039","Texas","TX HARPER"
"US1TXGS0043","Texas","TX FREDERICKSBURG"
"US1TXGS0045","Texas","TX FREDERICKSBURG"
"US1TXGS0046","Texas","TX FREDERICKSBURG"
"US1TXGS0047","Texas","TX FREDERICKSBURG"
"US1TXGS0049","Texas","TX FREDERICKSBURG"
"US1TXGS0050","Texas","TX DOSS"
"US1TXGS0051","Texas","TX FREDERICKSBURG"
"US1TXGS0052","Texas","TX FREDERICKSBURG"
"US1TXGS0053","Texas","TX FREDERICKSBURG"
"US1TXGS0055","Texas","TX HARPER"
"US1TXGS0056","Texas","TX INGRAM"
"US1TXGS0058","Texas","TX KERRVILLE"
"US1TXGS0059","Texas","TX FREDERICKSBURG"
"US1TXGS0061","Texas","TX FREDERICKSBURG"
"US1TXGS0065","Texas","TX FREDERICKSBURG"
"US1TXGS0068","Texas","TX FREDERICKSBURG"
"US1TXGS0069","Texas","TX HARPER"
"US1TXGS0070","Texas","TX FREDERICKSBURG"
"US1TXGS0071","Texas","TX KERRVILLE"
"US1TXGS0072","Texas","TX KERRVILLE"
"US1TXGV0001","Texas","TX DICKINSON"
"US1TXGV0002","Texas","TX BROWNSVILLE"
"US1TXGV0003","Texas","TX KEMAH"
"US1TXGV0004","Texas","TX LEAGUE CITY"
"US1TXGV0005","Texas","TX FRIENDSWOOD"
"US1TXGV0006","Texas","TX BAYOU VISTA"
"US1TXGV0007","Texas","TX DICKINSON"
"US1TXGV0009","Texas","TX DICKINSON"
"US1TXGV0013","Texas","TX LEAGUE CITY"
"US1TXGV0014","Texas","TX LEAGUE CITY"
"US1TXGV0015","Texas","TX LEAGUE CITY"
"US1TXGV0016","Texas","TX LEAGUE CITY"
"US1TXGV0017","Texas","TX TEXAS CITY"
"US1TXGV0018","Texas","TX GALVESTON"
"US1TXGV0021","Texas","TX LEAGUE CITY"
"US1TXGV0022","Texas","TX LEAGUE CITY"
"US1TXGV0023","Texas","TX KEMAH"
"US1TXGV0024","Texas","TX LEAGUE CITY"
"US1TXGV0025","Texas","TX LEAGUE CITY"
"US1TXGV0026","Texas","TX LEAGUE CITY"
"US1TXGV0027","Texas","TX GALVESTON"
"US1TXGV0028","Texas","TX LEAGUE CITY"
"US1TXGV0029","Texas","TX KEMAH"
"US1TXGV0033","Texas","TX SANTA FE"
"US1TXGV0034","Texas","TX LEAGUE CITY"
"US1TXGV0035","Texas","TX SANTA FE"
"US1TXGV0036","Texas","TX TEXAS CITY"
"US1TXGV0037","Texas","TX TEXAS CITY"
"US1TXGV0038","Texas","TX LEAGUE CITY"
"US1TXGV0041","Texas","TX LEAGUE CITY"
"US1TXGV0043","Texas","TX CRYSTAL BEACH"
"US1TXGV0044","Texas","TX BACLIFF"
"US1TXGV0045","Texas","TX GALVESTON"
"US1TXGV0046","Texas","TX LEAGUE CITY"
"US1TXGV0049","Texas","TX LA MARQUE"
"US1TXGV0050","Texas","TX LEAGUE CITY"
"US1TXGV0051","Texas","TX LA MARQUE"
"US1TXGV0052","Texas","TX LEAGUE CITY"
"US1TXGV0054","Texas","TX GALVESTON"
"US1TXGV0060","Texas","TX SANTA FE"
"US1TXGV0061","Texas","TX GALVESTON"
"US1TXGV0062","Texas","TX GALVESTON"
"US1TXGV0063","Texas","TX FRIENDSWOOD"
"US1TXGV0064","Texas","TX HITCHCOCK"
"US1TXGV0065","Texas","TX GALVESTON"
"US1TXGV0066","Texas","TX SANTA FE"
"US1TXGV0068","Texas","TX DICKINSON"
"US1TXGV0069","Texas","TX LEAGUE CITY"
"US1TXGV0070","Texas","TX TEXAS CITY"
"US1TXGV0071","Texas","TX TEXAS CITY"
"US1TXGV0073","Texas","TX GALVESTON"
"US1TXGV0076","Texas","TX DICKINSON"
"US1TXGV0081","Texas","TX TIKI ISLAND"
"US1TXGV0082","Texas","TX DICKINSON"
"US1TXGV0083","Texas","TX CRYSTAL  BEACH"
"US1TXGV0084","Texas","TX LEAGUE CITY"
"US1TXGV0086","Texas","TX FRIENDSWOOD"
"US1TXGV0088","Texas","TX DICKINSON"
"US1TXGV0090","Texas","TX TEXAS CITY"
"US1TXGV0091","Texas","TX FRIENDSWOOD"
"US1TXGV0092","Texas","TX CRYSTAL BEACH"
"US1TXGY0003","Texas","TX PAMPA"
"US1TXGZ0001","Texas","TX SHINER"
"US1TXGZ0002","Texas","TX SHINER"
"US1TXGZ0004","Texas","TX GONZALES"
"US1TXGZ0005","Texas","TX GONZALES"
"US1TXGZ0007","Texas","TX WAELDER"
"US1TXGZ0010","Texas","TX GONZALES"
"US1TXGZ0012","Texas","TX SMILEY"
"US1TXGZ0013","Texas","TX WAELDER"
"US1TXGZ0016","Texas","TX LEESVILLE"
"US1TXGZ0021","Texas","TX GONZALES"
"US1TXGZ0024","Texas","TX GONZALES"
"US1TXGZ0025","Texas","TX GONZALES"
"US1TXGZ0026","Texas","TX GONZALES"
"US1TXGZ0028","Texas","TX GONZALES"
"US1TXGZ0030","Texas","TX WAELDER"
"US1TXGZ0031","Texas","TX LULING"
"US1TXHAL001","Texas","TX MEMPHIS"
"US1TXHAL002","Texas","TX ESTELLINE"
"US1TXHAL004","Texas","TX MEMPHIS"
"US1TXHCK002","Texas","TX ROPESVILLE"
"US1TXHCK003","Texas","TX ROUNDUP"
"US1TXHCK004","Texas","TX ANTON"
"US1TXHCK006","Texas","TX ANTON"
"US1TXHDD001","Texas","TX GRANBURY"
"US1TXHDD002","Texas","TX GRANBURY"
"US1TXHDD004","Texas","TX GRANBURY"
"US1TXHDD006","Texas","TX GRANBURY"
"US1TXHDD007","Texas","TX GRANBURY"
"US1TXHDD008","Texas","TX GRANBURY"
"US1TXHDD009","Texas","TX GRANBURY"
"US1TXHDD012","Texas","TX GRANBURY"
"US1TXHDL001","Texas","TX MCALLEN"
"US1TXHDL004","Texas","TX MCALLEN"
"US1TXHDL005","Texas","TX LA JOYA"
"US1TXHDL006","Texas","TX ALAMO"
"US1TXHDL008","Texas","TX EDINBURG"
"US1TXHDL009","Texas","TX MISSION"
"US1TXHDL013","Texas","TX MISSION"
"US1TXHDL016","Texas","TX PHARR"
"US1TXHDL017","Texas","TX EDINBURG"
"US1TXHDL018","Texas","TX MCALLEN"
"US1TXHDL019","Texas","TX MISSION"
"US1TXHDL021","Texas","TX MCALLEN"
"US1TXHDL025","Texas","TX PALMVIEW"
"US1TXHDL032","Texas","TX LINN"
"US1TXHDL034","Texas","TX MISSION"
"US1TXHDL039","Texas","TX MISSION"
"US1TXHDL040","Texas","TX MISSION"
"US1TXHDL041","Texas","TX EDINBURG"
"US1TXHDL046","Texas","TX MCALLEN"
"US1TXHDL050","Texas","TX MCALLEN"
"US1TXHDL054","Texas","TX MERCEDES"
"US1TXHDL056","Texas","TX MISSION"
"US1TXHDS004","Texas","TX ALLAMOORE"
"US1TXHDS006","Texas","TX CORNUDAS"
"US1TXHDS007","Texas","TX SIERRA BLANCA"
"US1TXHDS008","Texas","TX CORNUDAS"
"US1TXHDS009","Texas","TX DELL CITY"
"US1TXHDS010","Texas","TX SIERRA BLANCA"
"US1TXHDS011","Texas","TX VAN HORN"
"US1TXHDS012","Texas","TX VAN HORN"
"US1TXHDS013","Texas","TX SIERRA BLANCA"
"US1TXHDS023","Texas","TX TAMMEN RANCH"
"US1TXHDS024","Texas","TX FRENCHMAN CANYON"
"US1TXHDS026","Texas","TX BOSQUE BONITA"
"US1TXHDS028","Texas","TX BOB LOVE RANCH"
"US1TXHDS029","Texas","TX DEAN-WALKER RANCH"
"US1TXHDS030","Texas","TX MCADOO RANCH"
"US1TXHDS032","Texas","TX SALT FLAT"
"US1TXHDS037","Texas","TX LC RANCH"
"US1TXHDS039","Texas","TX FORT HANCOCK"
"US1TXHLE001","Texas","TX PLAINVIEW"
"US1TXHLE009","Texas","TX ABERNATHY"
"US1TXHLE010","Texas","TX ABERNATHY"
"US1TXHLL001","Texas","TX AQUILLA"
"US1TXHLL002","Texas","TX BLUM"
"US1TXHLL003","Texas","TX ITASCA"
"US1TXHLL004","Texas","TX ITASCA"
"US1TXHMP001","Texas","TX BRISCOE"
"US1TXHND002","Texas","TX FRANKSTON"
"US1TXHND003","Texas","TX PAYNE SPRINGS"
"US1TXHND004","Texas","TX PAYNE SPRINGS"
"US1TXHND005","Texas","TX ATHENS"
"US1TXHND008","Texas","TX GUN BARREL CITY"
"US1TXHND012","Texas","TX ATHENS"
"US1TXHNS004","Texas","TX GRUVER"
"US1TXHNT002","Texas","TX COMMERCE"
"US1TXHNT003","Texas","TX CELESTE"
"US1TXHNT006","Texas","TX COMMERCE"
"US1TXHNT007","Texas","TX GREENVILLE"
"US1TXHPK001","Texas","TX CUMBY"
"US1TXHPK002","Texas","TX CUMBY"
"US1TXHPK004","Texas","TX SULPHUR SPRINGS"
"US1TXHPK005","Texas","TX SULPHUR SPRINGS"
"US1TXHRD002","Texas","TX QUANAH"
"US1TXHRN001","Texas","TX LUMBERTON"
"US1TXHRN002","Texas","TX KOUNTZE"
"US1TXHRN005","Texas","TX KOUNTZE"
"US1TXHRN006","Texas","TX KOUNTZE"
"US1TXHRN007","Texas","TX KOUNTZE"
"US1TXHRR001","Texas","TX WEBSTER"
"US1TXHRR002","Texas","TX HOUSTON"
"US1TXHRR004","Texas","TX MISSION BEND"
"US1TXHRR015","Texas","TX KINGWOOD"
"US1TXHRR017","Texas","TX HILSHIRE VILLAGE"
"US1TXHRR018","Texas","TX HOUSTON"
"US1TXHRR019","Texas","TX CROSBY"
"US1TXHRR020","Texas","TX HOUSTON"
"US1TXHRR023","Texas","TX WEBSTER"
"US1TXHRR024","Texas","TX TAYLOR LAKE VILLAGE"
"US1TXHRR026","Texas","TX WEST UNIVERSITY PLACE"
"US1TXHRR027","Texas","TX BUNKER HILL VILLAGE"
"US1TXHRR028","Texas","TX WEBSTER"
"US1TXHRR029","Texas","TX TOMBALL"
"US1TXHRR031","Texas","TX FRIENDSWOOD"
"US1TXHRR032","Texas","TX SOUTH HOUSTON"
"US1TXHRR033","Texas","TX KINGWOOD"
"US1TXHRR034","Texas","TX HOUSTON"
"US1TXHRR036","Texas","TX KATY"
"US1TXHRR041","Texas","TX JERSEY VILLAGE"
"US1TXHRR043","Texas","TX TOMBALL"
"US1TXHRR044","Texas","TX LA PORTE"
"US1TXHRR046","Texas","TX CHANNELVIEW"
"US1TXHRR050","Texas","TX KATY"
"US1TXHRR051","Texas","TX KATY"
"US1TXHRR052","Texas","TX NASSAU BAY"
"US1TXHRR058","Texas","TX SPRING VALLEY"
"US1TXHRR059","Texas","TX THE WOODLANDS"
"US1TXHRR060","Texas","TX SHOREACRES"
"US1TXHRR061","Texas","TX SHOREACRES"
"US1TXHRR069","Texas","TX HOUSTON"
"US1TXHRR070","Texas","TX CYPRESS"
"US1TXHRR073","Texas","TX HOUSTON"
"US1TXHRR074","Texas","TX CYPRESS"
"US1TXHRR075","Texas","TX BAYTOWN"
"US1TXHRR076","Texas","TX PASADENA"
"US1TXHRR080","Texas","TX TOMBALL"
"US1TXHRR081","Texas","TX HOUSTON"
"US1TXHRR084","Texas","TX PASADENA"
"US1TXHRR085","Texas","TX HOUSTON"
"US1TXHRR086","Texas","TX BAYTOWN"
"US1TXHRR089","Texas","TX FRIENDSWOOD"
"US1TXHRR093","Texas","TX PASADENA"
"US1TXHRR094","Texas","TX PASADENA"
"US1TXHRR095","Texas","TX TAYLOR LAKE VILLAGE"
"US1TXHRR102","Texas","TX BAYTOWN"
"US1TXHRR113","Texas","TX GALENA PARK"
"US1TXHRR114","Texas","TX HOCKLEY"
"US1TXHRR116","Texas","TX KATY"
"US1TXHRR117","Texas","TX TOMBALL"
"US1TXHRR118","Texas","TX TOMBALL"
"US1TXHRR119","Texas","TX WEST UNIVERSITY PLACE"
"US1TXHRR120","Texas","TX SPRING"
"US1TXHRR121","Texas","TX CLEAR LAKE CITY"
"US1TXHRR122","Texas","TX MISSION BEND"
"US1TXHRR124","Texas","TX SPRING"
"US1TXHRR128","Texas","TX SPRING"
"US1TXHRR134","Texas","TX NASSAU BAY"
"US1TXHRR138","Texas","TX ALDINE"
"US1TXHRR139","Texas","TX CLOVERLEAF"
"US1TXHRR147","Texas","TX SOUTH HOUSTON"
"US1TXHRR150","Texas","TX KINGWOOD"
"US1TXHRR151","Texas","TX HOUSTON"
"US1TXHRR159","Texas","TX JERSEY VILLAGE"
"US1TXHRR162","Texas","TX BELLAIRE"
"US1TXHRR164","Texas","TX JERSEY VILLAGE"
"US1TXHRR165","Texas","TX HOUSTON"
"US1TXHRR166","Texas","TX SPRING"
"US1TXHRR168","Texas","TX PEARLAND"
"US1TXHRR170","Texas","TX FRIENDSWOOD"
"US1TXHRR176","Texas","TX HOUSTON"
"US1TXHRR187","Texas","TX KATY"
"US1TXHRR195","Texas","TX HUMBLE"
"US1TXHRR199","Texas","TX SPRING"
"US1TXHRR201","Texas","TX HOUSTON"
"US1TXHRR203","Texas","TX HEDWIG VILLAGE"
"US1TXHRR208","Texas","TX KATY"
"US1TXHRR209","Texas","TX HOUSTON"
"US1TXHRR211","Texas","TX HOUSTON"
"US1TXHRR215","Texas","TX KINGWOOD"
"US1TXHRR217","Texas","TX WEBSTER"
"US1TXHRR222","Texas","TX MISSION BEND"
"US1TXHRR223","Texas","TX MISSION BEND"
"US1TXHRR225","Texas","TX TOMBALL"
"US1TXHRR228","Texas","TX KATY"
"US1TXHRR232","Texas","TX HOUSTON"
"US1TXHRR234","Texas","TX MORGAN'S POINT"
"US1TXHRR236","Texas","TX BUNKER HILL VILLAGE"
"US1TXHRR237","Texas","TX WEBSTER"
"US1TXHRR238","Texas","TX WEBSTER"
"US1TXHRR243","Texas","TX TOMBALL"
"US1TXHRR245","Texas","TX WEBSTER"
"US1TXHRR250","Texas","TX CYPRESS"
"US1TXHRR251","Texas","TX JERSEY VILLAGE"
"US1TXHRR252","Texas","TX KATY"
"US1TXHRR253","Texas","TX TOMBALL"
"US1TXHRR255","Texas","TX NASSAU BAY"
"US1TXHRR257","Texas","TX FRIENDSWOOD"
"US1TXHRR258","Texas","TX JERSEY VILLAGE"
"US1TXHRR259","Texas","TX TOMBALL"
"US1TXHRR269","Texas","TX HOUSTON"
"US1TXHRR272","Texas","TX HILSHIRE VILLAGE"
"US1TXHRR273","Texas","TX SPRING"
"US1TXHRR275","Texas","TX SPRING"
"US1TXHRR276","Texas","TX HOUSTON"
"US1TXHRR278","Texas","TX TAYLOR LAKE VILLAGE"
"US1TXHRR279","Texas","TX KATY"
"US1TXHRR280","Texas","TX SEABROOK"
"US1TXHRR286","Texas","TX BUNKER HILL VILLAGE"
"US1TXHRR288","Texas","TX KATY"
"US1TXHRS001","Texas","TX HALLSVILLE"
"US1TXHRS002","Texas","TX HALLSVILLE"
"US1TXHRS003","Texas","TX MARSHALL"
"US1TXHRS004","Texas","TX WASKOM"
"US1TXHRS006","Texas","TX KARNACK"
"US1TXHRS008","Texas","TX MARSHALL"
"US1TXHRS009","Texas","TX HARLETON"
"US1TXHRS012","Texas","TX MARSHALL"
"US1TXHRS013","Texas","TX MARSHALL"
"US1TXHRS014","Texas","TX KARNACK"
"US1TXHRS017","Texas","TX MARSHALL"
"US1TXHRS019","Texas","TX HARLETON"
"US1TXHRS023","Texas","TX MARSHALL"
"US1TXHRS024","Texas","TX MARSHALL"
"US1TXHRT002","Texas","TX DALHART"
"US1TXHSK001","Texas","TX HASKELL"
"US1TXHSK002","Texas","TX STAMFORD"
"US1TXHSK003","Texas","TX RULE"
"US1TXHST003","Texas","TX CROCKETT"
"US1TXHST004","Texas","TX CROCKETT"
"US1TXHTH007","Texas","TX FRITCH"
"US1TXHTH008","Texas","TX BORGER"
"US1TXHWR003","Texas","TX BIG SPRING"
"US1TXHYS001","Texas","TX SAN MARCOS"
"US1TXHYS003","Texas","TX WIMBERLEY"
"US1TXHYS004","Texas","TX SAN MARCOS"
"US1TXHYS006","Texas","TX SAN MARCOS"
"US1TXHYS007","Texas","TX DRIPPING SPRINGS"
"US1TXHYS008","Texas","TX NIEDERWALD"
"US1TXHYS009","Texas","TX BUDA"
"US1TXHYS011","Texas","TX DRIPPING SPRINGS"
"US1TXHYS012","Texas","TX BUDA"
"US1TXHYS013","Texas","TX WOODCREEK"
"US1TXHYS014","Texas","TX SAN MARCOS"
"US1TXHYS015","Texas","TX DRIPPING SPRINGS"
"US1TXHYS016","Texas","TX KYLE"
"US1TXHYS017","Texas","TX DRIPPING SPRINGS"
"US1TXHYS018","Texas","TX DRIPPING SPRINGS"
"US1TXHYS019","Texas","TX SAN MARCOS"
"US1TXHYS020","Texas","TX WIMBERLEY"
"US1TXHYS021","Texas","TX SAN MARCOS"
"US1TXHYS024","Texas","TX KYLE"
