"lat","lng","county"
48.8667,-123.2833,"NA"
48.7833,-123.1333,"NA"
48.7833,-123.1333,"NA"
48.7833,-123.05,"NA"
48.0333,-123.3333,"Clallam County"
53.5,-132.1333,"NA"
53.3667,-131.9333,"NA"
54.25,-133.05,"NA"
54.25,-133.0667,"NA"
54.0333,-132.1333,"NA"
54,-132.1667,"NA"
54.0333,-132.1833,"NA"
54.0333,-132.0667,"NA"
54.0333,-131.9667,"NA"
52.9333,-132.1333,"NA"
53.05,-132.05,"NA"
53.6833,-132.1833,"NA"
53.25,-132.0833,"NA"
53.3,-132.4167,"NA"
54.1667,-131.6667,"NA"
53.5,-131.95,"NA"
53.7667,-132.3,"NA"
56.4667,-130.1667,"NA"
56.65,-130.45,"NA"
49.0167,-122.3333,"NA"
49.0333,-122.3,"NA"
49,-123.0833,"Whatcom County"
49.0167,-123.1,"NA"
49.0167,-123.1,"NA"
49,-122.2167,"Whatcom County"
49.05,-122.1333,"NA"
49.0667,-118.9333,"NA"
49.05,-119.0667,"NA"
49.0833,-115.0667,"NA"
49.0167,-115.15,"NA"
49.0167,-115.0833,"NA"
59.5667,-133.7,"NA"
58.2167,-132.2667,"NA"
56.9667,-130.25,"NA"
56.6667,-131.1,"NA"
57.1167,-131.45,"NA"
59.6,-134.1833,"NA"
59.5167,-136.4667,"NA"
58.65,-131.7167,"NA"
57.5333,-130.2,"NA"
59.7833,-135.0833,"NA"
59.7833,-136.6,"NA"
59.45,-136.3667,"Haines Borough"
58.8,-133.1,"NA"
57.35,-131,"NA"
57.9,-131.1667,"NA"
57.9,-131.3333,"NA"
57.6,-130.0667,"NA"
58.7,-133.6333,"NA"
59.7167,-135.05,"NA"
56.7333,-131.6667,"NA"
56.6333,-131.0833,"NA"
60.0167,-132.1667,"NA"
49.05,-111.3167,"NA"
49.25,-110.0167,"NA"
49,-111.95,"NA"
49.0333,-111.85,"NA"
49.0667,-111.55,"NA"
49.1167,-110.4667,"NA"
49.1333,-111.65,"NA"
49.1333,-111.65,"NA"
49.1333,-112.05,"NA"
49.0833,-112.05,"NA"
49.1167,-110.4667,"NA"
49.0833,-111.6167,"NA"
49.4667,-104.6,"NA"
49.3833,-104.65,"NA"
49,-101.6333,"NA"
49.3,-101.5333,"NA"
49.4833,-105.0333,"NA"
49.3333,-104.75,"NA"
49.0667,-104.25,"NA"
49,-102.2667,"NA"
49.15,-103.75,"NA"
49.0833,-103.5,"NA"
49.3833,-105.1333,"NA"
49.0167,-105.0167,"NA"
49.1333,-109.1,"NA"
49.1167,-105.5167,"NA"
49.2667,-105.6,"NA"
49.05,-105.4833,"NA"
49,-105.4167,"NA"
49,-106.95,"Valley County"
49.1667,-104.5833,"NA"
49.2,-109.5167,"NA"
49,-108.3833,"NA"
49.0667,-107.5833,"NA"
49.0167,-109.9167,"NA"
49.0833,-109.8167,"NA"
49.05,-99.4167,"NA"
49.05,-98.9667,"NA"
49.1667,-96.9833,"NA"
49.2,-95.3167,"NA"
49.1167,-98.8,"NA"
49.2,-98.8833,"NA"
49.1833,-98.9,"NA"
49.2,-98.9,"NA"
49.0833,-95.9833,"NA"
49.0333,-96,"NA"
49.0667,-98.65,"NA"
49.0167,-95.6,"NA"
49.0167,-95.6,"NA"
49.1333,-96.7833,"NA"
49.0167,-96.2333,"NA"
49.0667,-96.8,"NA"
49.0833,-98.65,"NA"
49.2833,-95.75,"NA"
49.6333,-95.5667,"NA"
49.6,-95.6167,"NA"
49.6833,-95.3667,"NA"
49.6167,-95.2,"NA"
48.6333,-93.9667,"Koochiching County"
48.95,-94.35,"NA"
48.5167,-93.75,"NA"
48.6333,-93.6667,"NA"
48.6333,-93.8,"NA"
48.75,-93.8833,"NA"
48.65,-93.4333,"NA"
48.6167,-93.4167,"NA"
48.65,-93.4333,"NA"
48.55,-93.5167,"NA"
48.7167,-94.5333,"NA"
48.7667,-94.6667,"NA"
48.7167,-94.4167,"NA"
48.7833,-94.05,"NA"
48.85,-94.0167,"NA"
48.7,-94.1667,"NA"
48.75,-93.85,"NA"
48.7333,-94.6167,"Lake of the Woods County"
48.6833,-93.8333,"NA"
49.8167,-95.15,"NA"
49.8,-94.5333,"NA"
49.7833,-94.3833,"NA"
49.7833,-94.3667,"NA"
49.7833,-94.3667,"NA"
49.7833,-94.4833,"NA"
49.9833,-94.6667,"NA"
49.4833,-93.9667,"NA"
49.4833,-93.9667,"NA"
48.6167,-90.5833,"NA"
47.3333,-85.8333,"NA"
47.3333,-85.8333,"NA"
48.6,-90.6,"NA"
48.4667,-90.7167,"NA"
48.1333,-90.5667,"NA"
46.5333,-84.5,"NA"
46.4833,-84.5167,"NA"
46.4833,-84.5167,"NA"
46.5,-84.3667,"Chippewa County"
46.4667,-84.4667,"NA"
45.65,-82.9667,"NA"
45.6333,-82.95,"NA"
44.8,-75.3667,"NA"
45.0167,-75.2,"NA"
44.4167,-75.85,"NA"
44.5,-76.0333,"NA"
44.4,-76,"NA"
44.45,-75.8667,"NA"
44.9167,-75.1833,"NA"
42.7667,-82.45,"NA"
42.95,-82.4333,"St. Clair County"
42.3,-82.7,"NA"
42.55,-80.05,"NA"
42.5667,-80.05,"NA"
43.0667,-79.05,"NA"
43.25,-79.1333,"NA"
41.75,-82.6833,"NA"
41.7833,-82.6833,"NA"
41.7833,-82.6833,"NA"
42.1667,-82.6333,"NA"
41.8333,-82.4667,"NA"
42.3333,-82.9333,"NA"
42.3333,-83.0167,"Wayne County"
42.3,-83.0667,"NA"
42.2167,-82.7333,"NA"
42.2167,-82.7333,"NA"
41.95,-82.5167,"NA"
43.25,-79.0667,"NA"
41.95,-82.5167,"NA"
45.0333,-72.6667,"NA"
45.0833,-71.5,"NA"
45.05,-73.5833,"NA"
45.0333,-73.0833,"NA"
45.0167,-72.1,"NA"
45.0667,-72.6833,"NA"
46.7167,-67.7167,"NA"
45.5,-67.1167,"NA"
47.0667,-67.3,"NA"
47.05,-67.7333,"NA"
47.0333,-67.7,"NA"
44.7333,-66.7667,"NA"
44.7167,-66.8,"NA"
47.0667,-66.9333,"NA"
45.5833,-67.3333,"NA"
45.1667,-67.3,"Washington County"
47.2333,-67.15,"NA"
46.9,-67.4,"NA"
46.9,-67.3833,"NA"
47.1833,-67.2,"NA"
45.2167,-67.25,"NA"
45.1833,-67.2667,"Washington County"
45.2167,-67.25,"NA"
47.2667,-67.25,"NA"
44.6,-66.9,"NA"
46.7833,-67.6833,"NA"
45.3167,-67.2167,"NA"
46.15,-67.5667,"NA"
47.35,-68.1833,"NA"
47.3667,-68.2833,"NA"
44.65,-66.8333,"NA"
57.8858,-131.2275,"NA"
49.0195,-123.0976,"NA"
49.0087,-97.2054,"NA"
49.2387,-98.679,"NA"
49.022,-95.9566,"NA"
49.0874,-96.1356,"NA"
49.0107,-96.1651,"NA"
49.0948,-96.7545,"NA"
49.7441,-95.1912,"NA"
49.03,-95.6228,"NA"
49.2023,-98.8932,"NA"
45.194,-67.3225,"NA"
47.057,-67.7263,"NA"
45.0641,-66.8216,"NA"
45.1828,-67.2949,"NA"
45.1881,-67.2943,"NA"
44.6778,-66.7675,"NA"
45.0936,-66.7139,"NA"
46.9831,-67.3253,"NA"
48.7628,-93.8036,"NA"
42.2469,-83.0804,"NA"
42.3266,-82.8873,"NA"
44.791,-75.3822,"NA"
42.2966,-82.7591,"NA"
42.3184,-82.8606,"NA"
42.2935,-82.6912,"NA"
42.0769,-82.5974,"NA"
42.316,-82.8801,"NA"
42.0601,-82.6069,"NA"
42.3064,-82.9203,"NA"
42.1239,-82.5559,"NA"
42.3139,-82.8801,"NA"
42.326,-82.8766,"NA"
42.2163,-82.7047,"NA"
42.3206,-82.8779,"NA"
42.3217,-82.9006,"NA"
42.2946,-82.761,"NA"
42.3289,-82.8781,"NA"
42.3193,-82.873,"NA"
42.3179,-82.8831,"NA"
42.245,-82.8046,"NA"
42.6656,-82.3453,"NA"
42.7901,-82.4011,"NA"
42.8383,-82.3643,"NA"
44.9232,-75.2039,"NA"
41.752,-82.6699,"NA"
42.6532,-82.3481,"NA"
42.2159,-83.0925,"NA"
42.2128,-83.0605,"NA"
45.0363,-74.9928,"NA"
42.2814,-82.8737,"NA"
45.0263,-73.088,"NA"
49.358,-104.4954,"NA"
16.7333,-169.5167,"NA"
16.7333,-169.5333,"NA"
16.7333,-169.5167,"NA"
16.7333,-169.5167,"NA"
28.2167,-177.35,"NA"
28.2,-177.3833,"NA"
29.45,-101.0833,"NA"
30.9833,-105.5667,"NA"
29.55,-104.3833,"Presidio County"
29.3833,-104.1667,"NA"
28.9167,-104.3333,"NA"
29.1,-103.9,"NA"
31.3333,-106.4667,"NA"
31.35,-106.4667,"NA"
31.65,-107.0833,"NA"
31.4667,-111.5333,"NA"
31.3333,-109.95,"NA"
26.25,-98.7167,"NA"
26.1833,-98.4667,"NA"
26.0833,-98.2667,"NA"
25.8333,-97.4333,"NA"
18.3794,-66.5153,"Manatí Municipio"
43.7333,-96.6333,"Minnehaha County"
40.5268,-105.1113,"Larimer County"
40.568,-98.5069,"Adams County"
40.5093,-98.5493,"Adams County"
40.4663,-98.6537,"Adams County"
40.4798,-98.4026,"Adams County"
40.4372,-98.5912,"Adams County"
40.5389,-98.4713,"Adams County"
40.4953,-98.2973,"Adams County"
40.5532,-98.6297,"Adams County"
40.4078,-98.6161,"Adams County"
40.62,-98.39,"Adams County"
40.66,-98.42,"Adams County"
40.6258,-98.7034,"Adams County"
40.64,-98.3949,"Adams County"
40.6567,-98.4789,"Adams County"
40.6114,-98.5543,"Adams County"
40.5936,-98.4299,"Adams County"
40.5981,-98.4732,"Adams County"
40.3901,-98.2715,"Clay County"
40.6004,-98.3986,"Adams County"
40.5998,-98.4723,"Adams County"
40.4653,-98.6517,"Adams County"
40.5536,-98.3166,"Adams County"
40.3571,-98.4208,"Adams County"
40.4127,-98.3538,"Adams County"
40.6129,-98.6482,"Adams County"
40.607,-98.4588,"Adams County"
40.5609,-98.402,"Adams County"
40.602,-98.4048,"Adams County"
40.434,-98.4389,"Adams County"
40.5917,-98.5092,"Adams County"
40.6121,-98.3888,"Adams County"
40.5443,-98.4208,"Adams County"
40.5917,-98.4287,"Adams County"
40.4166,-98.5341,"Adams County"
40.5551,-98.3538,"Adams County"
40.5949,-98.427,"Adams County"
40.58,-98.3717,"Adams County"
40.6607,-98.5535,"Adams County"
42.3374,-98.2405,"Antelope County"
41.3955,-101.4074,"Arthur County"
41.6581,-103.6151,"Banner County"
41.6415,-103.9481,"Banner County"
41.5589,-103.7407,"Banner County"
41.5037,-103.7634,"Banner County"
41.6363,-103.6842,"Banner County"
41.6804,-103.6852,"Banner County"
41.9138,-99.9644,"Blaine County"
41.7609,-100.2353,"Blaine County"
41.9043,-100.2657,"Blaine County"
42.0189,-100.1227,"Blaine County"
42.0715,-100.0649,"Blaine County"
41.803,-100.2225,"Blaine County"
41.9224,-99.7449,"Blaine County"
41.8838,-100.174,"Blaine County"
41.8194,-100.1071,"Blaine County"
41.7495,-99.7601,"Blaine County"
41.5249,-97.9933,"Boone County"
41.7571,-98.2343,"Boone County"
41.684,-97.9872,"Boone County"
41.6402,-97.9951,"Boone County"
41.502,-98.158,"Boone County"
41.8655,-98.2295,"Boone County"
41.6273,-98.2379,"Boone County"
41.6685,-97.8945,"Boone County"
41.6689,-98.1166,"Boone County"
41.8518,-98.0448,"Boone County"
42.1911,-102.9518,"Box Butte County"
42.017,-102.9953,"Box Butte County"
42.1486,-102.749,"Box Butte County"
42.3195,-103.0705,"Box Butte County"
42.3653,-102.9952,"Box Butte County"
42.1675,-102.8005,"Box Butte County"
42.2712,-103.141,"Box Butte County"
42.3968,-102.8848,"Box Butte County"
42.116,-103.4295,"Box Butte County"
42.1138,-102.8901,"Box Butte County"
42.2981,-102.8596,"Box Butte County"
42.3167,-103.0787,"Box Butte County"
42.4093,-102.7894,"Box Butte County"
42.3263,-102.9934,"Box Butte County"
42.2357,-103.3072,"Box Butte County"
42.9095,-98.8492,"Boyd County"
42.9141,-98.6603,"Boyd County"
42.9096,-98.8428,"Boyd County"
42.5359,-99.7092,"Brown County"
42.636,-100.015,"Brown County"
42.5375,-100.1208,"Brown County"
42.6748,-99.7695,"Brown County"
42.5718,-100.0545,"Brown County"
42.6988,-100.0668,"Brown County"
42.3248,-100.061,"Brown County"
42.3171,-100.0112,"Brown County"
40.7826,-99.1023,"Buffalo County"
40.7062,-99.1142,"Buffalo County"
40.9445,-98.8465,"Buffalo County"
40.6908,-99.094,"Buffalo County"
40.8588,-98.9216,"Buffalo County"
40.9223,-99.3868,"Buffalo County"
40.9903,-98.8699,"Buffalo County"
40.9593,-98.9631,"Buffalo County"
40.9789,-99.0637,"Buffalo County"
40.7725,-98.7306,"Buffalo County"
40.7494,-98.8479,"Buffalo County"
40.6995,-99.4062,"Buffalo County"
40.8477,-99.3277,"Buffalo County"
40.7236,-99.1035,"Buffalo County"
40.665,-99.0852,"Buffalo County"
40.9728,-98.8024,"Buffalo County"
40.7407,-99.0647,"Buffalo County"
40.7412,-99.1602,"Buffalo County"
40.8144,-98.8403,"Buffalo County"
40.7853,-99.1653,"Buffalo County"
40.8153,-98.8355,"Buffalo County"
41.7267,-96.1557,"Burt County"
41.6965,-96.3619,"Burt County"
41.8593,-96.4701,"Burt County"
41.7859,-96.4065,"Burt County"
41.1229,-97.367,"Butler County"
41.219,-97.349,"Butler County"
41.185,-97.2542,"Butler County"
41.158,-96.9952,"Butler County"
41.2963,-97.3493,"Butler County"
41.3221,-97.3465,"Butler County"
41.3565,-97.2356,"Butler County"
41.0706,-97.3672,"Butler County"
41.2557,-97.1301,"Butler County"
40.9946,-95.8976,"Cass County"
40.865,-96.1171,"Cass County"
40.8048,-96.4467,"Cass County"
41.0289,-95.9874,"Cass County"
42.628,-97.27,"Cedar County"
42.7652,-97.3027,"Cedar County"
42.4974,-97.4279,"Cedar County"
42.6983,-97.4464,"Cedar County"
42.8151,-97.4648,"Cedar County"
42.4971,-97.2691,"Cedar County"
42.6702,-97.1716,"Cedar County"
42.5654,-97.1363,"Cedar County"
42.7432,-97.1706,"Cedar County"
42.8013,-97.368,"Cedar County"
42.5044,-97.2076,"Cedar County"
42.6702,-97.1716,"Cedar County"
42.3951,-97.0319,"Cedar County"
42.3722,-97.3592,"Cedar County"
42.5973,-97.022,"Cedar County"
42.6787,-97.4261,"Cedar County"
42.7043,-97.3915,"Cedar County"
42.8092,-97.2482,"Cedar County"
42.7285,-97.2466,"Cedar County"
40.5158,-101.6451,"Chase County"
40.4629,-101.5907,"Chase County"
40.4085,-101.6227,"Chase County"
40.6257,-101.5369,"Chase County"
40.5495,-101.7773,"Chase County"
40.4949,-101.8424,"Chase County"
40.629,-101.9119,"Chase County"
40.5493,-101.9893,"Chase County"
40.6615,-101.4202,"Chase County"
40.5253,-101.6226,"Chase County"
40.5667,-101.7244,"Chase County"
40.4836,-101.9051,"Chase County"
40.6768,-101.9156,"Chase County"
40.5227,-101.9864,"Chase County"
40.6122,-101.3454,"Chase County"
40.5089,-101.3614,"Chase County"
40.5059,-101.4966,"Chase County"
40.4253,-101.4242,"Chase County"
40.6832,-101.6432,"Chase County"
40.3657,-101.4365,"Chase County"
40.4213,-101.7182,"Chase County"
40.6249,-101.7822,"Chase County"
40.4702,-101.748,"Chase County"
40.4688,-101.541,"Chase County"
40.4434,-101.7821,"Chase County"
40.5789,-101.4193,"Chase County"
40.3793,-101.5415,"Chase County"
40.3773,-101.855,"Chase County"
40.393,-101.7795,"Chase County"
40.4309,-101.4868,"Chase County"
40.6539,-101.4379,"Chase County"
40.6376,-101.4573,"Chase County"
40.4152,-101.3746,"Chase County"
40.4705,-101.746,"Chase County"
42.3495,-101.1024,"Cherry County"
42.1461,-100.5307,"Cherry County"
42.872,-100.5448,"Cherry County"
42.3039,-100.2193,"Cherry County"
42.942,-100.71,"Cherry County"
42.9975,-100.2211,"Cherry County"
42.4568,-100.5756,"Cherry County"
42.198,-101.777,"Cherry County"
42.6624,-100.4779,"Cherry County"
42.4781,-100.9129,"Cherry County"
42.3536,-100.6312,"Cherry County"
42.293,-100.3597,"Cherry County"
42.9375,-101.2438,"Cherry County"
42.7032,-100.6163,"Cherry County"
42.9955,-101.7119,"Cherry County"
42.8679,-101.4056,"Cherry County"
42.9816,-100.5682,"Cherry County"
42.6315,-100.6702,"Cherry County"
42.82,-101.2825,"Cherry County"
42.6558,-100.2688,"Cherry County"
42.4186,-101.557,"Cherry County"
42.8978,-101.2733,"Cherry County"
42.8151,-101.613,"Cherry County"
42.6638,-100.6651,"Cherry County"
42.8918,-100.5877,"Cherry County"
41.2638,-102.8855,"Cheyenne County"
41.4098,-102.972,"Cheyenne County"
41.1548,-103.1077,"Cheyenne County"
41.04,-102.96,"Cheyenne County"
41.127,-102.97,"Cheyenne County"
41.1491,-102.6355,"Cheyenne County"
41.1059,-102.8108,"Cheyenne County"
41.3766,-103.0495,"Cheyenne County"
41.2225,-102.726,"Cheyenne County"
41.2369,-102.8361,"Cheyenne County"
41.3945,-103.0327,"Cheyenne County"
41.2922,-102.8016,"Cheyenne County"
41.414,-102.695,"Cheyenne County"
41.2098,-103.2978,"Cheyenne County"
41.3722,-103.1112,"Cheyenne County"
41.3264,-102.9948,"Cheyenne County"
41.1554,-102.9844,"Cheyenne County"
41.4188,-102.9737,"Cheyenne County"
41.1289,-102.9701,"Cheyenne County"
41.2586,-103.2644,"Cheyenne County"
41.1772,-103.2022,"Cheyenne County"
41.0317,-102.9277,"Cheyenne County"
41.3956,-103.3643,"Cheyenne County"
41.3903,-103.2967,"Cheyenne County"
41.175,-102.6462,"Cheyenne County"
41.0675,-102.6314,"Cheyenne County"
41.0246,-103.2684,"Cheyenne County"
41.2661,-102.9896,"Cheyenne County"
41.118,-103.1154,"Cheyenne County"
41.1334,-103.2254,"Cheyenne County"
41.0622,-103.2221,"Cheyenne County"
41.2362,-102.6945,"Cheyenne County"
41.3504,-103.2507,"Cheyenne County"
41.202,-103.163,"Cheyenne County"
41.2807,-102.9306,"Cheyenne County"
41.189,-103.2204,"Cheyenne County"
41.0054,-102.9378,"Cheyenne County"
41.0492,-103.1975,"Cheyenne County"
41.0856,-102.6689,"Cheyenne County"
41.3499,-102.8094,"Cheyenne County"
41.1339,-102.9777,"Cheyenne County"
41.2077,-103.2092,"Cheyenne County"
41.1936,-102.9917,"Cheyenne County"
40.3504,-97.897,"Nuckolls County"
40.5318,-98.107,"Clay County"
40.4019,-97.9945,"Clay County"
40.5099,-98.2439,"Clay County"
40.4549,-98.0329,"Clay County"
40.6115,-98.2773,"Clay County"
40.6698,-98.1668,"Clay County"
40.4615,-98.0694,"Clay County"
40.6114,-97.8523,"Clay County"
40.4517,-97.9066,"Clay County"
40.526,-98.0537,"Clay County"
40.5402,-98.2414,"Clay County"
40.5245,-98.1652,"Clay County"
40.4813,-98.1273,"Clay County"
40.4473,-98.0466,"Clay County"
40.6942,-98.0532,"Clay County"
40.4224,-98.2226,"Clay County"
40.4522,-98.2156,"Clay County"
40.4086,-98.1087,"Clay County"
40.5967,-97.8673,"Clay County"
40.6236,-98.0925,"Clay County"
40.5199,-98.0526,"Clay County"
40.6101,-97.8621,"Clay County"
41.7014,-97.0731,"Colfax County"
41.5837,-97.0027,"Colfax County"
41.596,-97.1614,"Colfax County"
41.4186,-97.2521,"Colfax County"
41.8049,-96.6907,"Cuming County"
41.8664,-96.7995,"Cuming County"
41.9103,-96.6379,"Cuming County"
41.9826,-96.9095,"Cuming County"
41.82,-96.71,"Cuming County"
41.9301,-96.8078,"Cuming County"
42.0028,-96.5717,"Cuming County"
41.7973,-96.7926,"Cuming County"
42.0045,-96.7088,"Cuming County"
42.0149,-96.5756,"Cuming County"
41.1325,-99.7503,"Custer County"
41.6544,-99.4623,"Custer County"
41.4206,-100.1929,"Custer County"
41.1492,-100.1954,"Custer County"
41.2685,-99.5322,"Custer County"
41.2891,-99.3739,"Custer County"
41.5246,-99.716,"Custer County"
41.5285,-99.8369,"Custer County"
41.1759,-99.6131,"Custer County"
41.5008,-100.0225,"Custer County"
41.6293,-99.9052,"Custer County"
41.689,-99.9324,"Custer County"
41.5419,-100.0685,"Custer County"
41.7171,-99.9848,"Custer County"
41.6,-99.7523,"Custer County"
41.2252,-99.6644,"Custer County"
41.2793,-100.1589,"Custer County"
41.4517,-99.9745,"Custer County"
41.409,-99.4638,"Custer County"
41.7346,-99.6987,"Custer County"
41.6399,-99.3898,"Custer County"
41.5562,-99.2362,"Custer County"
41.4189,-99.8858,"Custer County"
41.5661,-100.0212,"Custer County"
41.2888,-99.9237,"Custer County"
41.2868,-99.7077,"Custer County"
41.4004,-99.5844,"Custer County"
41.6273,-99.741,"Custer County"
41.412,-99.6378,"Custer County"
41.4816,-99.8928,"Custer County"
42.3484,-96.6192,"Dakota County"
42.3882,-96.5916,"Dakota County"
42.8292,-102.9939,"Dawes County"
42.8304,-102.9956,"Dawes County"
42.7696,-103.0213,"Dawes County"
42.7177,-103.0117,"Dawes County"
42.6675,-103.2848,"Dawes County"
42.8037,-103.0531,"Dawes County"
42.6256,-102.8125,"Dawes County"
42.5602,-103.0704,"Dawes County"
42.7625,-103.3398,"Dawes County"
42.5495,-103.3619,"Dawes County"
42.4525,-102.9868,"Dawes County"
42.6975,-103.3779,"Dawes County"
42.4672,-103.145,"Dawes County"
42.5116,-103.1096,"Dawes County"
42.7123,-103.0049,"Dawes County"
42.457,-102.9293,"Dawes County"
42.8475,-103.0671,"Dawes County"
42.668,-103.0668,"Dawes County"
42.611,-103.0857,"Dawes County"
42.4549,-103.2334,"Dawes County"
40.8658,-99.8494,"Dawson County"
40.78,-99.72,"Dawson County"
40.781,-99.5593,"Dawson County"
40.8844,-100.0327,"Dawson County"
40.7104,-99.7008,"Dawson County"
40.694,-99.587,"Dawson County"
41.0007,-100.1654,"Dawson County"
40.7966,-99.9956,"Dawson County"
40.8876,-100.1645,"Dawson County"
40.9455,-99.5599,"Dawson County"
40.9238,-99.4457,"Dawson County"
41.0118,-99.6248,"Dawson County"
40.7471,-99.4578,"Dawson County"
40.7135,-99.5213,"Dawson County"
40.7099,-100.1229,"Dawson County"
40.8715,-99.981,"Dawson County"
40.9394,-100.1577,"Dawson County"
41.0936,-102.4766,"Deuel County"
41.0955,-102.471,"Deuel County"
41.087,-102.4699,"Deuel County"
41.1496,-102.3234,"Deuel County"
41.1106,-102.3243,"Deuel County"
41.0613,-102.0896,"Deuel County"
41.0479,-102.5835,"Deuel County"
41.0946,-102.4586,"Deuel County"
41.0025,-102.241,"Deuel County"
41.0557,-102.074,"Deuel County"
41.1828,-102.5743,"Deuel County"
41.1266,-102.246,"Deuel County"
41.0911,-102.5577,"Deuel County"
41.0942,-102.4764,"Deuel County"
42.4273,-96.9774,"Dixon County"
42.3056,-96.7977,"Dixon County"
42.5618,-96.7053,"Dixon County"
42.5766,-96.8686,"Dixon County"
41.668,-96.628,"Dodge County"
41.6544,-96.5097,"Dodge County"
41.2201,-96.1474,"Douglas County"
41.199,-96.1841,"Douglas County"
41.2582,-96.1784,"Douglas County"
41.2658,-95.9927,"Douglas County"
41.2811,-96.1593,"Douglas County"
41.1977,-96.152,"Douglas County"
41.289,-96.331,"Douglas County"
41.3337,-95.9828,"Douglas County"
41.2166,-96.1456,"Douglas County"
41.32,-95.975,"Douglas County"
41.2924,-96.0062,"Douglas County"
41.1977,-96.0737,"Douglas County"
41.2903,-96.0279,"Douglas County"
41.2964,-96.2471,"Douglas County"
41.114,-96.1323,"Sarpy County"
41.2844,-96.1014,"Douglas County"
41.3639,-96.1558,"Douglas County"
41.2523,-96.1839,"Douglas County"
41.2585,-96.2296,"Douglas County"
41.294,-96.1629,"Douglas County"
41.269,-96.116,"Douglas County"
41.3114,-96.1412,"Douglas County"
41.3003,-96.0398,"Douglas County"
41.3553,-96.2138,"Douglas County"
41.2538,-96.3304,"Douglas County"
41.2499,-96.1714,"Douglas County"
41.3121,-96.1779,"Douglas County"
41.3661,-96.3878,"Douglas County"
41.2042,-96.1052,"Douglas County"
41.206,-96.1812,"Douglas County"
41.2687,-95.9869,"Douglas County"
41.3348,-96.366,"Douglas County"
40.0535,-101.5336,"Dundy County"
40.1135,-101.4065,"Dundy County"
40.0194,-101.3384,"Dundy County"
40.1626,-101.6806,"Dundy County"
40.1765,-101.39,"Dundy County"
40.2061,-101.3638,"Dundy County"
40.2213,-101.5863,"Dundy County"
40.3158,-101.8781,"Dundy County"
40.2787,-101.6933,"Dundy County"
40.1177,-101.7821,"Dundy County"
40.1548,-101.4734,"Dundy County"
40.2894,-101.3616,"Dundy County"
40.0757,-101.5947,"Dundy County"
40.3361,-101.4339,"Dundy County"
40.3219,-101.5138,"Dundy County"
40.139,-101.8625,"Dundy County"
40.3343,-101.3468,"Dundy County"
40.1078,-101.5849,"Dundy County"
40.3347,-101.3795,"Dundy County"
40.2415,-101.7007,"Dundy County"
40.12,-101.7334,"Dundy County"
40.6386,-97.556,"Fillmore County"
40.634,-97.5841,"Fillmore County"
40.3785,-97.73,"Fillmore County"
40.5402,-97.672,"Fillmore County"
40.4067,-97.3739,"Fillmore County"
40.3509,-97.5014,"Fillmore County"
40.5195,-97.5985,"Fillmore County"
40.6539,-97.5199,"Fillmore County"
40.5866,-97.6917,"Fillmore County"
40.4886,-97.7485,"Fillmore County"
40.5357,-97.4347,"Fillmore County"
40.527,-97.5982,"Fillmore County"
40.4362,-97.483,"Fillmore County"
40.0747,-98.8176,"Franklin County"
40.2732,-99.0295,"Franklin County"
40.288,-98.9208,"Franklin County"
40.098,-98.9572,"Franklin County"
40.0781,-99.1414,"Franklin County"
40.2623,-99.1075,"Franklin County"
40.2776,-99.1562,"Franklin County"
40.1071,-98.9437,"Franklin County"
40.2478,-98.8561,"Franklin County"
40.0576,-99.1572,"Franklin County"
40.3363,-99.0419,"Franklin County"
40.0999,-98.9228,"Franklin County"
40.5556,-100.4389,"Frontier County"
40.3726,-100.4113,"Frontier County"
40.6295,-100.5277,"Frontier County"
40.3652,-100.3659,"Frontier County"
40.6595,-100.6237,"Frontier County"
40.631,-100.5159,"Frontier County"
40.6199,-100.0473,"Frontier County"
40.6901,-100.0995,"Frontier County"
40.57,-100.1177,"Frontier County"
40.4063,-100.3632,"Frontier County"
40.4028,-100.6412,"Frontier County"
40.5081,-100.6456,"Frontier County"
40.5523,-100.0582,"Frontier County"
40.3882,-100.1712,"Frontier County"
40.5422,-100.2858,"Frontier County"
40.5021,-100.5022,"Frontier County"
40.3021,-100.1547,"Furnas County"
40.2928,-99.6693,"Furnas County"
40.1823,-99.8051,"Furnas County"
40.0502,-99.8189,"Furnas County"
40.3073,-99.982,"Furnas County"
40.0096,-99.9996,"Furnas County"
40.0732,-99.6668,"Furnas County"
40.0887,-99.892,"Furnas County"
40.2179,-100.0153,"Furnas County"
40.1478,-99.8943,"Furnas County"
40.133,-99.8238,"Furnas County"
40.2463,-99.9516,"Furnas County"
40.2499,-99.6375,"Furnas County"
40.2596,-99.7367,"Furnas County"
40.1145,-100.1042,"Furnas County"
40.3083,-99.9056,"Furnas County"
40.2215,-100.1086,"Furnas County"
40.2854,-100.179,"Furnas County"
40.0451,-100.0164,"Furnas County"
40.2847,-96.7429,"Gage County"
40.2799,-96.7359,"Gage County"
40.0525,-96.5774,"Gage County"
40.3063,-96.875,"Gage County"
40.0305,-96.8817,"Gage County"
40.3642,-96.6782,"Gage County"
40.0086,-96.7029,"Gage County"
40.5008,-96.7049,"Gage County"
40.2911,-96.5367,"Gage County"
40.1312,-96.6284,"Gage County"
40.2143,-96.5954,"Gage County"
40.0445,-96.5112,"Gage County"
40.377,-96.9086,"Gage County"
40.4678,-96.829,"Gage County"
40.118,-96.879,"Gage County"
40.0731,-96.7611,"Gage County"
